Track name,Artist name,Album,URL
Bujjulu Bujjulu,Hemachandra Vedala,Billa,https://www.youtube.com/watch?v=XlpNQwEOgr4&pp=ygUgQm9tbWFsaSBIZW1hY2hhbmRyYSBWZWRhbGEgQmlsbGE%3D
"Bulbul Tarang (From ""Ramarao On Duty"")",Hemachandra Vedala,Best Of Hemachandra Hits,https://www.youtube.com/watch?v=XKSt2cuBL6A&pp=ygVCQm9tbWFsaSAoRnJvbSAiQmlsbGEiKSBIZW1hY2hhbmRyYSBWZWRhbGEgQmVzdCBPZiBIZW1hY2hhbmRyYSBIaXRz
Bulle,Hemachandra Vedala,Darling Prabhas Birthday Special Hit Songs 2019,https://www.youtube.com/watch?v=i6uBjIHmARA&pp=ygVZQm9tbWFsaSAoRnJvbSAiQmlsbGEiKSBIZW1hY2hhbmRyYSBWZWRhbGEgRGFybGluZyBQcmFiaGFzIEJpcnRoZGF5IFNwZWNpYWwgSGl0IFNvbmdzIDIwMTk%3D
Bullet,Jeans Srinivas,Bommarillu,https://www.youtube.com/watch?v=QDfDvYeNWLg&pp=ygUqQm9tbWFudSBHZWVzdGhleSBKZWFucyBTcmluaXZhcyBCb21tYXJpbGx1
Bullet La,Srinivas,Bommarillu (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=QDfDvYeNWLg&pp=ygVJQm9tbWFudSBHZWVzdGhleSBTcmluaXZhcyBCb21tYXJpbGx1IChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
"Bullet song (From ""The Warriorr"")(Telugu)",Katy Perry,Witness (Deluxe),https://www.youtube.com/watch?v=dPI-mRFEIH0&pp=ygUoQm9uIEFwcMOpdGl0IEthdHkgUGVycnkgV2l0bmVzcyAoRGVsdXhlKQ%3D%3D
Bullettu Bandi,Imagine Dragons,Mercury - Acts 1 & 2,https://www.youtube.com/watch?v=TO-_3tck2tg&pp=ygUqQm9uZXMgSW1hZ2luZSBEcmFnb25zIE1lcmN1cnkgLSBBY3RzIDEgJiAy
Bulleya,Vengaboys,The Party Album!,https://www.youtube.com/watch?v=lB_EgjlIckY&pp=ygUzQm9vbSwgQm9vbSwgQm9vbSwgQm9vbSEhIFZlbmdhYm95cyBUaGUgUGFydHkgQWxidW0h
Bullui Gownu,Prakash Rex,Brandy Diaries,https://www.youtube.com/watch?v=9WDZ_QbRSVc&pp=ygUmQm9veiBBbnRoZW0gUHJha2FzaCBSZXggQnJhbmR5IERpYXJpZXM%3D
Bunny Bunny,Doja Cat,Boss Bitch,https://www.youtube.com/watch?v=RsW66teC0BQ&pp=ygUeQm9zcyBCaXRjaCBEb2phIENhdCBCb3NzIEJpdGNo
Burn,Devi Sri Prasad,"Boss Party (From ""Waltair Veerayya"")",https://www.youtube.com/watch?v=Er8D49RPLCs&pp=ygVZQm9zcyBQYXJ0eSAoRnJvbSAiV2FsdGFpciBWZWVyYXl5YSIpIERldmkgU3JpIFByYXNhZCBCb3NzIFBhcnR5IChGcm9tICJXYWx0YWlyIFZlZXJheXlhIik%3D
Burra Paadavuthadhe,E.P.O,Bounce Back,https://www.youtube.com/watch?v=0w71bqTGAig&pp=ygUdQm91bmNlIEJhY2sgRS5QLk8gQm91bmNlIEJhY2s%3D
Bus Stande Bus Stande,Sagar,DJ (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=P6RpI0ZgWlU&pp=ygU_Qm94IEJhZGhhbGFpIFBveWUgU2FnYXIgREogKE9yaWdpbmFsIE1vdGlvbiBQaWN0dXJlIFNvdW5kdHJhY2sp
Bussin,Sagar,DJ,https://www.youtube.com/watch?v=C_I4-PJxsLo&pp=ygUaQm94IEJhZGhhbGFpIFBveWkgU2FnYXIgREo%3D
"Butterfly Kiss Theme (From ""Ranga Ranga Vaibhavanga"")",Charli xcx,Boys,https://www.youtube.com/watch?v=mPRy1B4t5YA&pp=ygUUQm95cyBDaGFybGkgeGN4IEJveXM%3D
Cake By The Ocean,Devi Sri Prasad,Oosaravelli,https://www.youtube.com/watch?v=3Hd7cJFtkTw&pp=ygUnQnJhdGhha2FhbGkgRGV2aSBTcmkgUHJhc2FkIE9vc2FyYXZlbGxp
Call It Love,Raghu Dixit,Toliprema (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=noqTT3Dntf8&pp=ygVKQnJlYWsgdGhlIFJ1bGVzIFJhZ2h1IERpeGl0IFRvbGlwcmVtYSAoT3JpZ2luYWwgTW90aW9uIFBpY3R1cmUgU291bmR0cmFjayk%3D
Call It What You Want,Thaman S,Tholi Prema,https://www.youtube.com/watch?v=noqTT3Dntf8&pp=ygUkQnJlYWsgVGhlIFJ1bGVzIFRoYW1hbiBTIFRob2xpIFByZW1h
Call me,Topic,Breaking Me,https://www.youtube.com/watch?v=jIoEaTN7GGo&pp=ygUdQnJlYWtpbmcgTWUgVG9waWMgQnJlYWtpbmcgTWU%3D
Calm Down (with Selena Gomez),M.M.Manasi,Kumari 21 F,https://www.youtube.com/watch?v=4r71dhp2vJo&pp=ygUmQnJlYWt1cCBQYXRjaHVwIE0uTS5NYW5hc2kgS3VtYXJpIDIxIEY%3D
Can We Kiss Forever?,Mangli,Rowdy Boys,https://www.youtube.com/watch?v=7uokd9769SM&pp=ygUdQnJpbmRhdmFuYW0gTWFuZ2xpIFJvd2R5IEJveXM%3D
Capital Letters,Twinjabi,Brown Magic,https://www.youtube.com/watch?v=GmrBnWbudaU&pp=ygUgQnJvd24gTWFnaWMgVHdpbmphYmkgQnJvd24gTWFnaWM%3D
Carbon,Yo Yo Honey Singh,Chaar Ikke,https://www.youtube.com/watch?v=iX4qQlm-0NY&pp=ygUnQnJvd24gUmFuZyBZbyBZbyBIb25leSBTaW5naCBDaGFhciBJa2tl
Catch Me,Yo Yo Honey Singh,International Villager,https://www.youtube.com/watch?v=iX4qQlm-0NY&pp=ygUzQnJvd24gUmFuZyBZbyBZbyBIb25leSBTaW5naCBJbnRlcm5hdGlvbmFsIFZpbGxhZ2Vy
Cellu Cellu - Telugu,Amaal Mallik,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=Zo4WsI14s3g&pp=ygVbQnVkZGh1IFNhIE1hbm4gQW1hYWwgTWFsbGlrIEthcG9vciAmIFNvbnMgKFNpbmNlIDE5MjEpIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
"Chaar Botal Vodka (From ""Ragini Mms 2"")",Sri Krishna,Jawaan (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=1XshROLuLBY&pp=ygVDQnVnZ2FuY2h1bmEgU3JpIEtyaXNobmEgSmF3YWFuIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chahun Main Ya Naa,Bella Poarch,Build a Bitch,https://www.youtube.com/watch?v=FLGCGc7sAUw&pp=ygUoQnVpbGQgYSBCaXRjaCBCZWxsYSBQb2FyY2ggQnVpbGQgYSBCaXRjaA%3D%3D
"Chahun Main Ya Naa (From ""Aashiqui 2"")",Santhosh Narayanan,"Bujji (From ""Jagame Thandhiram"")",https://www.youtube.com/watch?v=7Y6GrgSJnNQ&pp=ygVUQnVqamkgKEZyb20gIkphZ2FtZSBUaGFuZGhpcmFtIikgU2FudGhvc2ggTmFyYXlhbmFuIEJ1amppIChGcm9tICJKYWdhbWUgVGhhbmRoaXJhbSIp
Chaila Chaila,"Nakash Aziz, Deepthi Parthasarathy",Guna 369,https://www.youtube.com/watch?v=VQr7lvMCrOs&pp=ygU6QnVqamkgQmFuZ2FyYW0gTmFrYXNoIEF6aXosIERlZXB0aGkgUGFydGhhc2FyYXRoeSBHdW5hIDM2OQ%3D%3D
Chal Bombay,Nakash Aziz,Guna 369,https://www.youtube.com/watch?v=VQr7lvMCrOs&pp=ygUjQnVqamkgQmFuZ2FyYW0gTmFrYXNoIEF6aXogR3VuYSAzNjk%3D
Chal Challe,Silambarasan TR,Potugadu (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=SEktb7UIkSc&pp=ygVJQnVqamkgUGlsbGEgU2lsYW1iYXJhc2FuIFRSIFBvdHVnYWR1IChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chali Chaliga,Silambarasan TR,Potugadu,https://www.youtube.com/watch?v=SEktb7UIkSc&pp=ygUkQnVqamkgUGlsbGEgU2lsYW1iYXJhc2FuIFRSIFBvdHVnYWR1
Chalnedo Gaadi,Gold Devaraj,Trending Duo - S. S. Thaman & Ghibran,https://www.youtube.com/watch?v=uZABMzuN4wU&pp=ygVcQnVqamlhbW1hIEJ1amppYW1tYSAoRnJvbSAiUnVuIFJhamEgUnVuIikgR29sZCBEZXZhcmFqIFRyZW5kaW5nIER1byAtIFMuIFMuIFRoYW1hbiAmIEdoaWJyYW4%3D
Chalo Chalo,"Baba Sehgal, Mangli",Pelli SandaD,https://www.youtube.com/watch?v=412Myfkm_D4&pp=ygUwQnVqanVsdSBCdWpqdWx1IEJhYmEgU2VoZ2FsLCBNYW5nbGkgUGVsbGkgU2FuZGFE
Chalore Chalore (Telugu),Sid Sriram,"Bulbul Tarang (From ""Ramarao On Duty"")",https://www.youtube.com/watch?v=xRYsQskhkds&pp=ygVYQnVsYnVsIFRhcmFuZyAoRnJvbSAiUmFtYXJhbyBPbiBEdXR5IikgU2lkIFNyaXJhbSBCdWxidWwgVGFyYW5nIChGcm9tICJSYW1hcmFvIE9uIER1dHkiKQ%3D%3D
Chamak Chamak Cham (Remix),G. V. Prakash,Darling (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=TXeAjI0w1xo&pp=ygVAQnVsbGUgRy4gVi4gUHJha2FzaCBEYXJsaW5nIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chamakkuro,Mangli,George Reddy (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=DVswJyheZQk&pp=ygU_QnVsbGV0IE1hbmdsaSBHZW9yZ2UgUmVkZHkgKE9yaWdpbmFsIE1vdGlvbiBQaWN0dXJlIFNvdW5kdHJhY2sp
Chamka Chamka,Shekar Chandra,Sammathame,https://www.youtube.com/watch?v=lGD3NR7VstA&pp=ygUjQnVsbGV0IExhIFNoZWthciBDaGFuZHJhIFNhbW1hdGhhbWU%3D
Chammak Challo,Devi Sri Prasad,"Bullet song (From ""The Warriorr"")(Telugu)",https://www.youtube.com/watch?v=WgrLE4Fqxeo&pp=ygVjQnVsbGV0IHNvbmcgKEZyb20gIlRoZSBXYXJyaW9yciIpKFRlbHVndSkgRGV2aSBTcmkgUHJhc2FkIEJ1bGxldCBzb25nIChGcm9tICJUaGUgV2FycmlvcnIiKShUZWx1Z3Up
Champakamala,Mohana Bhogaraju,Bullettu Bandi,https://www.youtube.com/watch?v=xQauklmE3Y8&pp=ygUuQnVsbGV0dHUgQmFuZGkgTW9oYW5hIEJob2dhcmFqdSBCdWxsZXR0dSBCYW5kaQ%3D%3D
Champesindhe,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],https://www.youtube.com/watch?v=SjkR1dr8zsg&pp=ygVXQnVsbGV5YSBQcml0YW0gQWUgRGlsIEhhaSBNdXNoa2lsIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKSBbRGVsdXhlIEVkaXRpb25d
Chand Sifarish,Jassie Gift,Ranam (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=fytB9sW8opw&pp=ygVDQnVsbHVpIEdvd251IEphc3NpZSBHaWZ0IFJhbmFtIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chandramukhi,Jassie Gift,Ranam,https://www.youtube.com/watch?v=fytB9sW8opw&pp=ygUeQnVsbHVpIEdvd251IEphc3NpZSBHaWZ0IFJhbmFt
Chandrullo Unde,Murali,Bunny,https://www.youtube.com/watch?v=Aud9wlRBM8s&pp=ygUYQnVubnkgQnVubnkgTXVyYWxpIEJ1bm55
changes,Murali,Bunny (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=Aud9wlRBM8s&pp=ygU9QnVubnkgQnVubnkgTXVyYWxpIEJ1bm55IChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Channa Mereya,Ellie Goulding,Halcyon Days,https://www.youtube.com/watch?v=CGyEd0aKWZE&pp=ygUgQnVybiBFbGxpZSBHb3VsZGluZyBIYWxjeW9uIERheXM%3D
Channa Mereya - Unplugged,Anurag Kulkarni,Hero,https://www.youtube.com/watch?v=YDfoFF_nJ_E&pp=ygUoQnVycmEgUGFhZGF2dXRoYWRoZSBBbnVyYWcgS3Vsa2FybmkgSGVybw%3D%3D
"Channa Mereya (From ""Ae Dil Hai Mushkil"")","Anurag Kulkarni, Mangli",Hero,https://www.youtube.com/watch?v=YDfoFF_nJ_E&pp=ygUwQnVycmEgUGFhZGF2dXRoYWRoZSBBbnVyYWcgS3Vsa2FybmksIE1hbmdsaSBIZXJv
"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",Sagar,Rang De,https://www.youtube.com/watch?v=rPsPeWTMk2A&pp=ygUjQnVzIFN0YW5kZSBCdXMgU3RhbmRlIFNhZ2FyIFJhbmcgRGU%3D
Chantaina Bujjaina,Bemax,Bussin,https://www.youtube.com/watch?v=176iiHVvHS8&pp=ygUTQnVzc2luIEJlbWF4IEJ1c3Npbg%3D%3D
"Chashni (From ""Bharat"")",Devi Sri Prasad,"Butterfly Kiss Theme (From ""Ranga Ranga Vaibhavanga"")",https://www.youtube.com/watch?v=AktBfL81jDo&pp=ygV7QnV0dGVyZmx5IEtpc3MgVGhlbWUgKEZyb20gIlJhbmdhIFJhbmdhIFZhaWJoYXZhbmdhIikgRGV2aSBTcmkgUHJhc2FkIEJ1dHRlcmZseSBLaXNzIFRoZW1lIChGcm9tICJSYW5nYSBSYW5nYSBWYWliaGF2YW5nYSIp
Chatal Band,DNCE,I Babysitter (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=vWaRiD5ym74&pp=ygVIQ2FrZSBCeSBUaGUgT2NlYW4gRE5DRSBJIEJhYnlzaXR0ZXIgKE9yaWdpbmFsIE1vdGlvbiBQaWN0dXJlIFNvdW5kdHJhY2sp
Cheap Thrills,Felix Jaehn,Call It Love,https://www.youtube.com/watch?v=xwYA1d0E_RM&pp=ygUlQ2FsbCBJdCBMb3ZlIEZlbGl4IEphZWhuIENhbGwgSXQgTG92ZQ%3D%3D
Check It Out,Taylor Swift,reputation,https://www.youtube.com/watch?v=V54CEElTF_U&pp=ygUtQ2FsbCBJdCBXaGF0IFlvdSBXYW50IFRheWxvciBTd2lmdCByZXB1dGF0aW9u
Chedugugante Bayyam,90sFlav,Collection,https://www.youtube.com/watch?v=VLtSCBSaCIQ&pp=ygUaQ2FsbCBtZSA5MHNGbGF2IENvbGxlY3Rpb24%3D
Chekuthan,Rema,Calm Down (with Selena Gomez),https://www.youtube.com/watch?v=WcIcVapfqXw&pp=ygVAQ2FsbSBEb3duICh3aXRoIFNlbGVuYSBHb21leikgUmVtYSBDYWxtIERvd24gKHdpdGggU2VsZW5hIEdvbWV6KQ%3D%3D
Cheli Chedugudu Gemini,Kina,Can We Kiss Forever?,https://www.youtube.com/watch?v=3Soht3ISW-E&pp=ygUuQ2FuIFdlIEtpc3MgRm9yZXZlcj8gS2luYSBDYW4gV2UgS2lzcyBGb3JldmVyPw%3D%3D
Cheli Jabili,Hailee Steinfeld,Fifty Shades Freed (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=pj6k-EFxqAI&pp=ygVYQ2FwaXRhbCBMZXR0ZXJzIEhhaWxlZSBTdGVpbmZlbGQgRmlmdHkgU2hhZGVzIEZyZWVkIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Cheliya,Emin Nilsen,Carbon,https://www.youtube.com/watch?v=ITyecLD0lW8&pp=ygUZQ2FyYm9uIEVtaW4gTmlsc2VuIENhcmJvbg%3D%3D
Cheliya Cheliya,Devi Sri Prasad,Khiladi,https://www.youtube.com/watch?v=6ByGKpyUVvs&pp=ygUgQ2F0Y2ggTWUgRGV2aSBTcmkgUHJhc2FkIEtoaWxhZGk%3D
Chenda Melam Trance Mix Kerala,Mangli,Mission 2020,https://www.youtube.com/watch?v=hE270gTBf2c&pp=ygUoQ2VsbHUgQ2VsbHUgLSBUZWx1Z3UgTWFuZ2xpIE1pc3Npb24gMjAyMA%3D%3D
Chennai Chandrama,Yo Yo Honey Singh,Yo Yo Honey Singh Is Back,https://www.youtube.com/watch?v=x8F5dz8kv1w&pp=ygVTQ2hhYXIgQm90YWwgVm9ka2EgKEZyb20gIlJhZ2luaSBNbXMgMiIpIFlvIFlvIEhvbmV5IFNpbmdoIFlvIFlvIEhvbmV5IFNpbmdoIElzIEJhY2s%3D
Chennai Express,Palak Muchhal,Aashiqui 2,https://www.youtube.com/watch?v=VdyBtGaspss&pp=ygUrQ2hhaHVuIE1haW4gWWEgTmFhIFBhbGFrIE11Y2hoYWwgQWFzaGlxdWkgMg%3D%3D
Chennai Express Mashup,Palak Muchhal,Best Of Palak Muchhal,https://www.youtube.com/watch?v=VdyBtGaspss&pp=ygVKQ2hhaHVuIE1haW4gWWEgTmFhIChGcm9tICJBYXNoaXF1aSAyIikgUGFsYWsgTXVjaGhhbCBCZXN0IE9mIFBhbGFrIE11Y2hoYWw%3D
Chepalamme Paapanu,Chiranjeevi,Shankerdada M B B S,https://www.youtube.com/watch?v=da2A5sfTLB0&pp=ygUtQ2hhaWxhIENoYWlsYSBDaGlyYW5qZWV2aSBTaGFua2VyZGFkYSBNIEIgQiBT
"Cheppake Cheppake (From ""Mahasamudram"")",DIVINE,Kohinoor,https://www.youtube.com/watch?v=FS9dkwhPypY&pp=ygUbQ2hhbCBCb21iYXkgRElWSU5FIEtvaGlub29y
Cheppamma,"Narendra, Sahithi",Ongolu Gittha,https://www.youtube.com/watch?v=WER5D0IcPEc&pp=ygUrQ2hhbCBDaGFsbGUgTmFyZW5kcmEsIFNhaGl0aGkgT25nb2x1IEdpdHRoYQ%3D%3D
Cheppave Chirugali,Shreya Ghoshal,Mr Perfect,https://www.youtube.com/watch?v=Q2IFPrLq0RM&pp=ygUnQ2hhbGkgQ2hhbGlnYSBTaHJleWEgR2hvc2hhbCBNciBQZXJmZWN0
Chettekki,Mano,Bavagaru Bagunnara,https://www.youtube.com/watch?v=MmtxrIeAMUQ&pp=ygUmQ2hhbG5lZG8gR2FhZGkgTWFubyBCYXZhZ2FydSBCYWd1bm5hcmE%3D
"Chick Chiklet - From ""Rikshavodu""",Krishna Chaitanya,Supreme,https://www.youtube.com/watch?v=YCDw4rYkwKo&pp=ygUlQ2hhbG8gQ2hhbG8gS3Jpc2huYSBDaGFpdGFueWEgU3VwcmVtZQ%3D%3D
Chidiya,Ranjith Govind,Jalsa,https://www.youtube.com/watch?v=-IwFduKlGZg&pp=ygUtQ2hhbG9yZSBDaGFsb3JlIChUZWx1Z3UpIFJhbmppdGggR292aW5kIEphbHNh
Chiguraku Chatu,S.P. Charan,Inttelligent,https://www.youtube.com/watch?v=Fp1_dxjyXwo&pp=ygUzQ2hhbWFrIENoYW1hayBDaGFtIChSZW1peCkgUy5QLiBDaGFyYW4gSW50dGVsbGlnZW50
Chik Buk Pori,Karthik,Munna (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=BhPtIhyTxg8&pp=ygU9Q2hhbWFra3VybyBLYXJ0aGlrIE11bm5hIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chiki Chiki Bum,Ranjith Govind,Chiruta (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=_wAjBV5hFtc&pp=ygVJQ2hhbWthIENoYW1rYSBSYW5qaXRoIEdvdmluZCBDaGlydXRhIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
Chikni Chameli,Ranjith Govind,Chirutha,https://www.youtube.com/watch?v=_wAjBV5hFtc&pp=ygUlQ2hhbWthIENoYW1rYSBSYW5qaXRoIEdvdmluZCBDaGlydXRoYQ%3D%3D
Chilakamma Mukkuki,Akon,Ra-One,https://www.youtube.com/watch?v=oAVhUAaVCVQ&pp=ygUaQ2hhbW1hayBDaGFsbG8gQWtvbiBSYS1PbmU%3D
Chilipiga,"Karthik, Suchitra",Kandhireega,https://www.youtube.com/watch?v=8PuyrJGcDLk&pp=ygUqQ2hhbXBha2FtYWxhIEthcnRoaWssIFN1Y2hpdHJhIEthbmRoaXJlZWdh
"Chill Bro (From ""Local Boy"")",Karthik,Power,https://www.youtube.com/watch?v=2cHHYG2-mMM&pp=ygUaQ2hhbXBlc2luZGhlIEthcnRoaWsgUG93ZXI%3D
Chill Maaro Chill Maaro,Jatin-Lalit,Fanaa,https://www.youtube.com/watch?v=2Sycf4NUJ7s&pp=ygUgQ2hhbmQgU2lmYXJpc2ggSmF0aW4tTGFsaXQgRmFuYWE%3D
Chiluka Pada Pada,Sandeep Chowta,Super,https://www.youtube.com/watch?v=40bY2obMpIc&pp=ygUhQ2hhbmRyYW11a2hpIFNhbmRlZXAgQ2hvd3RhIFN1cGVy
Chinnadana Neekosam,Shankar Mahadevan,Nuvvostanante Nenoddantana,https://www.youtube.com/watch?v=RIriENOmOpo&pp=ygU8Q2hhbmRydWxsbyBVbmRlIFNoYW5rYXIgTWFoYWRldmFuIE51dnZvc3RhbmFudGUgTmVub2RkYW50YW5h
Chinnadhana,XXXTENTACION,?,https://www.youtube.com/watch?v=f0bbDFRYD_A&pp=ygUWY2hhbmdlcyBYWFhURU5UQUNJT04gPw%3D%3D
Chinnadho Vypu,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],https://www.youtube.com/watch?v=IGumOr_rP3I&pp=ygVdQ2hhbm5hIE1lcmV5YSBQcml0YW0gQWUgRGlsIEhhaSBNdXNoa2lsIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKSBbRGVsdXhlIEVkaXRpb25d
Chinnaga Chinnaga,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],https://www.youtube.com/watch?v=PYzFp5o4lhE&pp=ygVpQ2hhbm5hIE1lcmV5YSAtIFVucGx1Z2dlZCBQcml0YW0gQWUgRGlsIEhhaSBNdXNoa2lsIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKSBbRGVsdXhlIEVkaXRpb25d
Chiru Bidiyam,Pritam,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",https://www.youtube.com/watch?v=bzSTpdcs-EI&pp=ygVaQ2hhbm5hIE1lcmV5YSAoRnJvbSAiQWUgRGlsIEhhaSBNdXNoa2lsIikgUHJpdGFtIENoYW5uYSBNZXJleWEgKEZyb20gIkFlIERpbCBIYWkgTXVzaGtpbCIp
Chiru Cheyyesthe,Mansheel Gujral,"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",https://www.youtube.com/watch?v=se9DDAwwGQY&pp=ygWgAUNoYW5uYSBWZSAtIEZyb20gIkJob290IC0gUGFydCBPbmU6IFRoZSBIYXVudGVkIFNoaXAiIE1hbnNoZWVsIEd1anJhbCBDaGFubmEgVmUgKEZyb20gIkJob290IC0gUGFydCBPbmU6IFRoZSBIYXVudGVkIFNoaXAiIC8gT3JpZ2luYWwgTW90aW9uIFBpY3R1cmUgU291bmR0cmFjayk%3D
Chirunama Thana Chirunama,Kalyani Malik,Sye,https://www.youtube.com/watch?v=OHfQR0Vtlf4&pp=ygUkQ2hhbnRhaW5hIEJ1amphaW5hIEthbHlhbmkgTWFsaWsgU3ll
Chirunavve Visirave,Abhijeet Srivastava,"Chashni (From ""Bharat"")",https://www.youtube.com/watch?v=fUS31GnQuBU&pp=ygVDQ2hhc2huaSAoRnJvbSAiQmhhcmF0IikgQWJoaWplZXQgU3JpdmFzdGF2YSBDaGFzaG5pIChGcm9tICJCaGFyYXQiKQ%3D%3D
Chirunavve Visirave - Remix,Dj Sai Ganesh,Chatal Band,https://www.youtube.com/watch?v=cB0ouYXTb-c&pp=ygUlQ2hhdGFsIEJhbmQgRGogU2FpIEdhbmVzaCBDaGF0YWwgQmFuZA%3D%3D
Chittemma,Sia,This Is Acting,https://www.youtube.com/watch?v=2DoGEOOwAzc&pp=ygUgQ2hlYXAgVGhyaWxscyBTaWEgVGhpcyBJcyBBY3Rpbmc%3D
"Chitti (From ""Jathi Ratnalu"")",Oh The Larceny,Oh the Larceny,https://www.youtube.com/watch?v=d8wRzS_DSy0&pp=ygUqQ2hlY2sgSXQgT3V0IE9oIFRoZSBMYXJjZW55IE9oIHRoZSBMYXJjZW55
Chitti Aayirey,KK,Bangaram,https://www.youtube.com/watch?v=75K0XIsREW8&pp=ygUfQ2hlZHVndWdhbnRlIEJheXlhbSBLSyBCYW5nYXJhbQ%3D%3D
Chitti Adugu,Ribin Richard,Chekuthan,https://www.youtube.com/watch?v=XJx3YMdnujc&pp=ygUhQ2hla3V0aGFuIFJpYmluIFJpY2hhcmQgQ2hla3V0aGFu
Chitti Chitti,S. P. Balasubrahmanyam,Gemini,https://www.youtube.com/watch?v=IZmq94T0PG4&pp=ygU0Q2hlbGkgQ2hlZHVndWR1IEdlbWluaSBTLiBQLiBCYWxhc3VicmFobWFueWFtIEdlbWluaQ%3D%3D
Chitti Nadumune,"Naveen, Suchitra",Ranam,https://www.youtube.com/watch?v=dAyTxJ64u7g&pp=ygUjQ2hlbGkgSmFiaWxpIE5hdmVlbiwgU3VjaGl0cmEgUmFuYW0%3D
Chittiyaan Kalaiyaan,Srinivas,Kushi,https://www.youtube.com/watch?v=-Z9jQn442Ts&pp=ygUWQ2hlbGl5YSBTcmluaXZhcyBLdXNoaQ%3D%3D
"Chogada (From ""Loveyatri"")",KK,Yevadu,https://www.youtube.com/watch?v=caJhrzG0kGs&pp=ygURQ2hlbGl5YSBLSyBZZXZhZHU%3D
Choododde Nannu,Srinivas,Kushi (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=-Z9jQn442Ts&pp=ygU7Q2hlbGl5YSBTcmluaXZhcyBLdXNoaSAoT3JpZ2luYWwgTW90aW9uIFBpY3R1cmUgU291bmR0cmFjayk%3D
Choododhu,Ravi Varma,Idiot,https://www.youtube.com/watch?v=pFN3XJUzu2o&pp=ygUgQ2hlbGl5YSBDaGVsaXlhIFJhdmkgVmFybWEgSWRpb3Q%3D
Choolenge Aasma,Shaan,Manmadhudu,https://www.youtube.com/watch?v=OBxEVb-kMkU&pp=ygUgQ2hlbGl5YSBDaGVsaXlhIFNoYWFuIE1hbm1hZGh1ZHU%3D
Choopultho Guchi,KK,Gharshanaa,https://www.youtube.com/watch?v=M41dsbRO6dQ&pp=ygUdQ2hlbGl5YSBDaGVsaXlhIEtLIEdoYXJzaGFuYWE%3D
Choosa Choosa,"Anirudh Ravichander,Ranjith",Nenu Rowdy Ne (Original Motion Picture Soundtrack),https://www.youtube.com/watch?v=2pELBsseD2w&pp=ygVeQ2hlbGl5YSBDaGVsaXlhIEFuaXJ1ZGggUmF2aWNoYW5kZXIsUmFuaml0aCBOZW51IFJvd2R5IE5lIChPcmlnaW5hbCBNb3Rpb24gUGljdHVyZSBTb3VuZHRyYWNrKQ%3D%3D
